ruta	tipo	key	name_es	keywords_es	aliases_es	name_de	keywords_de	aliases_de	name_en	keywords_en	aliases_en
Sistema de climatización > Aire acondicionado > Intercambiadores de calor para sistemas de aire acondicionado y componentes asociados > Intercambiador de calor	element	heat-exchangers-for-ac-systems-and-related-components-heat-exchanger	Intercambiador de calor						Heat exchanger		
Sistema de climatización > Aire acondicionado > Compresores para sistemas de aire acondicionado y componentes asociados > Compresor de aire acondicionado	element	compressors-for-ac-systems-and-related-components-ac-compressor	Compresor de aire acondicionado						AC compressor		
Sistema de climatización > Tuberías y mangueras > Componentes del sistema de enfriamiento > Manguera del radiador	element	cooling-system-components-radiator-hose	Manguera del radiador	manguera del radiador|manguito radiador|manguera de refrigeración|tubo radiador			kühlerschlauch|kühlwasserschlauch		Radiator hose	radiator hose|coolant hose	
Sistema de refrigeración > Refrigeración > Termostatos y componentes asociados > Termostato	element	thermostats-and-related-components-thermostat	Termostato	termostato|termostato refrigeración			thermostat		Thermostat	thermostat	
Sistema de refrigeración > Refrigeración > Termostatos y componentes asociados > Junta de termostato	element	thermostats-and-related-components-thermostat-gasket	Junta de termostato	junta de termostato|junta del termostato|junta de caja termostato			thermostatdichtung|dichtung thermostat		Thermostat gasket	thermostat gasket|thermostat seal	
Sistema de refrigeración > Refrigeración > Radiador y componentes asociados > Radiador	element	radiator-and-related-components-radiator	Radiador	radiador|radiador de agua|panal radiador|radiador refrigeración			kühler|wasserkühler|motorkühler		Radiator	radiator|engine radiator	
Sistema de refrigeración > Refrigeración > Radiador y componentes asociados > Tapa del depósito de refrigerante	element	radiator-and-related-components-coolant-reservoir-cap	Tapa del depósito de refrigerante	tapa del depósito de refrigerante|tapón depósito refrigerante|tapón vaso expansión|tapon expansion			deckel kühlmittelbehälter|verschlussdeckel kühlmittel|ausgleichsbehälter deckel		Coolant reservoir cap	coolant reservoir cap|expansion tank cap	
Sistema de refrigeración > Refrigeración > Radiador y componentes asociados > Manguera del radiador	element	radiator-and-related-components-radiator-hose	Manguera del radiador	manguera del radiador|manguito radiador|manguera de refrigeración|tubo radiador			kühlerschlauch|kühlwasserschlauch		Radiator hose	radiator hose|coolant hose	
Sistema de refrigeración > Refrigeración > Radiador y componentes asociados > Tapa del radiador	element	radiator-and-related-components-radiator-cap	Tapa del radiador	tapa del radiador|tapón radiador|tapon de radiador			kühlerdeckel|kühlerverschlussdeckel|verschlussdeckel kühler		Radiator cap	radiator cap	
Sistema de refrigeración > Refrigeración > Radiador y componentes asociados > Junta de la bomba de agua	element	radiator-and-related-components-water-pump-gasket	Junta de la bomba de agua	junta de bomba de agua|junta bomba agua			wasserpumpendichtung|dichtung wasserpumpe		Water pump gasket	water pump gasket|water pump seal	
Motor > Sistema de combustible > Componentes del sistema de inyección de combustible > Rampa de inyectores	element	fuel-injection-system-components-fuel-rail	Rampa de inyectores	rampa de inyectores|rail de inyección|flauta de inyectores|distribuidor de combustible|regleta inyectores			kraftstoffverteiler|einspritzleiste|verteilerrohr kraftstoff		Fuel rail	fuel rail|injector rail	
Sistema de refrigeración > Refrigeración > Radiador y componentes asociados > Piezas de fijación del radiador	element	radiator-and-related-components-radiator-mounting-parts	Piezas de fijación del radiador	soportes de radiador|piezas de fijación radiador|silentblocks radiador|gomas de radiador			kühler befestigungsteile|kühlerhalter|halter kühler		Radiator mounting parts	radiator mounting parts|radiator mounts	
Sistema de refrigeración > Refrigeración > Radiador y componentes asociados > Tapón anticongelante	element	radiator-and-related-components-frost-plug	Tapón anticongelante	tapón anticongelante|tapón de bloque|tapón de escarcha|tapon de agua motor			froststopfen|frostschutzstopfen|kühlwasserstopfen		Frost plug	frost plug|freeze plug|core plug	
Sistema de refrigeración > Refrigeración > Radiador y componentes asociados > Bomba de agua	element	radiator-and-related-components-water-pump	Bomba de agua	bomba de agua|bomba agua|bomba de refrigerante			wasserpumpe|kühlmittelpumpe		Water pump	water pump|coolant pump	
Sistema de refrigeración > Refrigeración > Refrigerante y productos asociados > Refrigerante	element	coolant-and-related-products-coolant	Refrigerante	refrigerante|anticongelante|líquido refrigerante|liquido anticongelante			kühlmittel|kühlflüssigkeit|frostschutzmittel		Coolant	coolant|antifreeze	
Sistema de refrigeración > Refrigeración > Refrigerante y productos asociados > Sellador de agua del sistema de refrigeración	element	coolant-and-related-products-coolant-water-sealant	Sellador de agua del sistema de refrigeración	sellador de agua del sistema de refrigeración					Coolant water sealant	coolant water sealant	
Sistema de refrigeración > Refrigeración > Sensores del sistema de refrigeración y componentes asociados > Sensor de temperatura del refrigerante	element	cooling-system-sensors-and-related-components-coolant-temperature-sensor	Sensor de temperatura del refrigerante	sensor de temperatura del refrigerante|sensor temperatura refrigerante|sonda de temperatura agua|termocontacto			kühlmitteltemperatursensor|kühlmittelsensor|temperaturgeber kühlmittel		Coolant temperature sensor	coolant temperature sensor|coolant temp sensor	
Sistema de refrigeración > Refrigeración > Ventilador del motor y componentes asociados > Embrague del ventilador	element	engine-fan-and-related-components-fan-clutch	Embrague del ventilador	embrague del ventilador|acoplamiento del ventilador|viscoso del ventilador|ventilador viscoso			visco lüfterkupplung|lüfterkupplung|viscokupplung		Fan clutch	fan clutch|fan coupling|viscous fan coupling	
Sistema de refrigeración > Refrigeración > Ventilador del motor y componentes asociados > Aspas del ventilador de refrigeración	element	engine-fan-and-related-components-cooling-fan-blades	Aspas del ventilador de refrigeración	ventilador de refrigeración|electroventilador|aspas del ventilador|hélice del ventilador|ventilador motor			kühlerlüfter|lüfterrad|elektrolüfter|kühlerventilator		Cooling fan blades	cooling fan|radiator fan|fan blade|fan wheel	
Sistema de refrigeración > Refrigeración > Enfriador de aceite y componentes asociados > Enfriador de aceite	element	oil-cooler-and-related-components-oil-cooler	Enfriador de aceite	enfriador de aceite|radiador de aceite|intercambiador de aceite			ölkühler		Oil cooler	oil cooler	
Sistema de refrigeración > Refrigeración > Cuidado del automóvil > Limpiador de radiador	element	car-maintenance-radiator-cleaner	Limpiador de radiador	limpiador de radiador|limpia radiadores|limpiador circuito refrigeración			kühlerreiniger		Radiator cleaner	radiator cleaner|cooling system cleaner	
Sistema de refrigeración > Refrigeración > Cuidado del automóvil > Sellador de radiador	element	car-maintenance-radiator-sealant	Sellador de radiador	sellador de radiador|tapafugas radiador|sellafugas refrigeración			kühlerdichtmittel|kühlerdicht|dichtmittel kühler		Radiator sealant	radiator sealant|radiator stop leak	
Sistema de refrigeración > Refrigeración > Cuidado del automóvil > Juntas planas	element	car-maintenance-flat-seals	Juntas planas	juntas planas					Flat seals	flat seals	
Sistema de refrigeración > Refrigeración > Cuidado del automóvil > Sellador universal	element	car-maintenance-universal-sealant	Sellador universal	sellador de radiador|tapafugas radiador|sellafugas refrigeración			kühlerdichtmittel|kühlerdicht|dichtmittel kühler		Universal sealant	radiator sealant|radiator stop leak	
Aceites y líquidos > Aceites y líquidos > Aceites y líquidos > Aceite de motor	element	oils-and-fluids-engine-oil	Aceite de motor						Engine oil		
Aceites y líquidos > Aceites y líquidos > Aceites y líquidos > Refrigerante	element	oils-and-fluids-coolant	Refrigerante	refrigerante|anticongelante|líquido refrigerante|liquido anticongelante			kühlmittel|kühlflüssigkeit|frostschutzmittel		Coolant	coolant|antifreeze	
Aceites y líquidos > Aceites y líquidos > Aceites y líquidos > Líquido de frenos	element	oils-and-fluids-brake-fluid	Líquido de frenos						Brake fluid		
Aceites y líquidos > Aceites y líquidos > Aceites y líquidos > Aceite hidráulico	element	oils-and-fluids-hydraulic-oil	Aceite hidráulico						Hydraulic oil		
Aceites y líquidos > Aceites y líquidos > Aceites y líquidos > Aceite para transmisiones automáticas	element	oils-and-fluids-automatic-transmission-fluid	Aceite para transmisiones automáticas						Automatic transmission fluid		
Aceites y líquidos > Aceites y líquidos > Aceites y líquidos > Aceite de dirección asistida	element	oils-and-fluids-power-steering-oil	Aceite de dirección asistida						Power steering oil		
Ruedas y neumáticos > Neumáticos y productos relacionados > Neumáticos y productos relacionados > Neumáticos	element	tires-and-related-products-tires	Neumáticos			Reifen	reifen	Reifen	Tires		
Ruedas y neumáticos > Neumáticos y productos relacionados > Neumáticos y productos relacionados > Tapacubos	element	tires-and-related-products-hubcaps	Tapacubos						Hubcaps		
Ruedas y neumáticos > Neumáticos y productos relacionados > Neumáticos y productos relacionados > Bolsas para neumáticos	element	tires-and-related-products-tire-bags	Bolsas para neumáticos			Reifentaschen	reifentaschen	Reifentaschen	Tire bags		
Ruedas y neumáticos > Neumáticos y productos relacionados > Neumáticos y productos relacionados > Cuñas de rueda	element	tires-and-related-products-wheel-chocks	Cuñas de rueda			Unterlegkeile	unterlegkeile	Unterlegkeile	Wheel chocks		
Ruedas y neumáticos > Neumáticos y productos relacionados > Neumáticos y productos relacionados > Llave para tuercas de rueda	element	tires-and-related-products-lug-wrench	Llave para tuercas de rueda						Lug wrench		
Ruedas y neumáticos > Neumáticos y productos relacionados > Neumáticos y productos relacionados > Cadenas para nieve	element	tires-and-related-products-snow-chains	Cadenas para nieve			Schneeketten	schneeketten	Schneeketten	Snow chains		
Ruedas y neumáticos > Neumáticos y productos relacionados > Neumáticos y productos relacionados > Gato hidráulico	element	tires-and-related-products-car-jack	Gato hidráulico						Car jack		
Ruedas y neumáticos > Neumáticos y productos relacionados > Neumáticos y productos relacionados > Mini compresor	element	tires-and-related-products-mini-compressor	Mini compresor			Mini-Kompressor	mini|kompressor	Mini-Kompressor	Mini compressor		
Ruedas y neumáticos > Neumáticos y productos relacionados > Neumáticos y productos relacionados > Kit de reparación de neumáticos	element	tires-and-related-products-tire-repair-kit	Kit de reparación de neumáticos			Reifenreparaturset	reifenreparaturset	Reifenreparaturset	Tire repair kit		
Ruedas y neumáticos > Neumáticos y productos relacionados > Neumáticos y productos relacionados > Tornillos y tuercas de rueda	element	tires-and-related-products-wheel-bolts-and-nuts	Tornillos y tuercas de rueda	tornillos de rueda|tuercas de rueda|bulones de rueda|espárragos de rueda			radschrauben|radmuttern|radbolzen		Wheel bolts and nuts	wheel bolts|wheel nuts|lug nuts	
Ruedas y neumáticos > Neumáticos y productos relacionados > Neumáticos y productos relacionados > Limpiadores y productos de cuidado interior del auto	element	tires-and-related-products-interior-car-cleaners-and-care-products	Limpiadores y productos de cuidado interior del auto						Interior car cleaners and care products		
Ruedas y neumáticos > Neumáticos y productos relacionados > Neumáticos y productos relacionados > Pegamento para caucho	element	tires-and-related-products-rubber-glue	Pegamento para caucho						Rubber glue		
Ruedas y neumáticos > Neumáticos y productos relacionados > Neumáticos y productos relacionados > Sensor de presión de neumáticos	element	tires-and-related-products-tire-pressure-sensor-tpms	Sensor de presión de neumáticos	sensor de presión de neumáticos|sensor tpms|válvula tpms|sensor presion ruedas		Reifendrucksensor (RDKS)	reifendrucksensor|rdks sensor	Reifendrucksensor (RDKS)	Tire pressure sensor (TPMS)	tire pressure sensor|tpms sensor	
Ruedas y neumáticos > Neumáticos y productos relacionados > Neumáticos y productos relacionados > Pasta de montaje	element	tires-and-related-products-mounting-paste	Pasta de montaje						Mounting paste		
Motor > Filtros > Componentes del sistema de aire acondicionado > Filtro de habitáculo	element	air-conditioning-system-components-cabin-filter	Filtro de habitáculo	filtro de habitáculo|filtro de polen|filtro antipolen|filtro de cabina|filtro aire acondicionado			innenraumfilter|pollenfilter|innenraumluftfilter|mikrofilter		Cabin filter	cabin air filter|cabin filter|pollen filter	
Motor > Filtros > Componentes del sistema de combustible > Filtro de combustible	element	fuel-system-components-fuel-filter	Filtro de combustible	filtro de combustible|filtro de gasoil|filtro de gasolina|filtro gasoil|filtro gasolina			kraftstofffilter|dieselfilter|benzinfilter		Fuel filter	fuel filter|diesel filter	
Motor > Filtros > Componentes del motor > Filtro de aceite	element	engine-components-oil-filter	Filtro de aceite	filtro de aceite|filtro aceite			ölfilter		Oil filter	oil filter	
Motor > Filtros > Componentes del motor > Filtro de aire	element	engine-components-air-filter	Filtro de aire	filtro de aire|filtro aire|filtro de aire motor			luftfilter|motorluftfilter		Air filter	air filter|engine air filter	
Motor > Filtros > Componentes del motor > Soporte del alojamiento del filtro de aire	element	engine-components-air-filter-housing-bracket	Soporte del alojamiento del filtro de aire	soporte del alojamiento del filtro de aire					Air filter housing bracket	air filter housing bracket	
Motor > Filtros > Herramientas > Herramienta para filtros	element	tools-filter-tool	Herramienta para filtros	llave de filtro|llave de filtro de aceite|herramienta filtro aceite			ölfilterschlüssel|filterschlüssel|ölfilterband		Filter tool	oil filter wrench|oil filter tool	
Motor > Filtros > Componentes de la transmisión > Kit de cambio de aceite para transmisión automática	element	transmission-components-automatic-transmission-oil-change-kit	Kit de cambio de aceite para transmisión automática	kit de cambio de aceite para transmisión automática					Automatic transmission oil change kit	automatic transmission oil change kit	
Motor > Filtros > Componentes del sistema de dirección > Filtro hidráulico de dirección	element	steering-system-components-power-steering-hydraulic-filter	Filtro hidráulico de dirección	filtro hidráulico de dirección					Power steering hydraulic filter	power steering hydraulic filter	
Motor > Motor > Componentes eléctricos del motor > Electrónica del motor	element	electrical-engine-components-engine-electronics	Electrónica del motor	electrónica del motor					Engine electronics	engine electronics	
Motor > Motor > Sistema de lubricación del motor > Tornillo de drenaje de aceite	element	engine-lubrication-system-oil-drain-plug	Tornillo de drenaje de aceite	tapón de vaciado de aceite|tapón de cárter|tornillo de vaciado aceite			ölablassschraube|ablassschraube öl		Oil drain plug	oil drain plug|sump plug	
Motor > Motor > Sistema de lubricación del motor > Cárter de aceite	element	engine-lubrication-system-oil-pan	Cárter de aceite	cárter de aceite|cárter|sumidero de aceite			ölwanne		Oil pan	oil pan|oil sump	
Motor > Motor > Sistema de lubricación del motor > Filtro de aceite	element	engine-lubrication-system-oil-filter	Filtro de aceite	filtro de aceite|filtro aceite			ölfilter		Oil filter	oil filter	
Motor > Motor > Componentes del control del motor > Kit de cadena de distribución	element	engine-control-components-timing-chain-kit	Kit de cadena de distribución	kit de cadena de distribución|kit distribución cadena|conjunto cadena distribución			steuerkettensatz|steuerkette satz		Timing chain kit	timing chain kit	
Motor > Motor > Componentes del control del motor > Cadena de distribución	element	engine-control-components-timing-chain	Cadena de distribución	cadena de distribución|cadena distribución|cadena de reparto			steuerkette		Timing chain	timing chain	
Motor > Motor > Componentes del sistema de transmisión auxiliar > Correa de accesorios	element	auxiliary-drive-components-serpentine-belt	Correa de accesorios	correa de accesorios|correa poli v|correa serpentina|correa multiv|correa auxiliar			keilrippenriemen|rippenriemen|mehrrippenriemen		Serpentine belt	serpentine belt|multi rib belt|drive belt|auxiliary belt	
Motor > Motor > Componentes del sistema de transmisión auxiliar > Tensor de correa	element	auxiliary-drive-components-belt-tensioner	Tensor de correa	tensor de correa|rodillo tensor|polea tensora|tensor correa accesorios			riemenspanner|spannrolle		Belt tensioner	belt tensioner|tensioner pulley	
Motor > Motor > Culatas y sus componentes > Pernos de la culata	element	cylinder-heads-and-related-components-cylinder-head-bolts	Pernos de la culata	tornillos de culata|pernos de culata|espárragos de culata			zylinderkopfschrauben|kopfschrauben		Cylinder head bolts	cylinder head bolts|head bolts	
Motor > Motor > Componentes del sistema de enfriamiento del motor > Bomba de agua	element	engine-cooling-system-components-water-pump	Bomba de agua	bomba de agua|bomba agua|bomba de refrigerante			wasserpumpe|kühlmittelpumpe		Water pump	water pump|coolant pump	
Motor > Motor > Componentes del sistema de enfriamiento del motor > Termostato	element	engine-cooling-system-components-thermostat	Termostato	termostato|termostato refrigeración			thermostat		Thermostat	thermostat	
Motor > Motor > Componentes del sistema de enfriamiento del motor > Radiador	element	engine-cooling-system-components-radiator	Radiador	radiador|radiador de agua|panal radiador|radiador refrigeración			kühler|wasserkühler|motorkühler		Radiator	radiator|engine radiator	
Motor > Motor > Componentes del sistema de encendido > Sensor de árbol de levas	element	ignition-system-components-camshaft-sensor	Sensor de árbol de levas	sensor del árbol de levas|captador de árbol de levas|sensor de fase|sensor posicion arbol de levas			nockenwellensensor|nockenwellengeber		Camshaft sensor	camshaft sensor|camshaft position sensor	
Motor > Motor > Componentes del sistema de encendido > Distribuidor de encendido	element	ignition-system-components-ignition-distributor	Distribuidor de encendido	delco|distribuidor de encendido|distribuidor			zündverteiler|verteiler		Ignition distributor	distributor|ignition distributor	
Motor > Motor > Componentes del sistema de admisión > Turbocompresor	element	intake-system-components-turbocharger	Turbocompresor	turbocompresor|turbo|turbina|turbo compresor			turbolader|abgasturbolader|lader		Turbocharger	turbocharger|turbo	
Motor > Motor > Componentes del sistema de admisión > Manguera de aire de carga	element	intake-system-components-charge-air-hose	Manguera de aire de carga	manguera de aire de carga|manguito intercooler|tubo de turbo|manguera turbo			ladeluftschlauch|turboschlauch|druckschlauch turbo		Charge air hose	charge air hose|intercooler hose|boost hose	
Motor > Motor > Componentes del sistema de suministro de combustible > Inyector de combustible	element	fuel-supply-system-components-fuel-injector	Inyector de combustible	inyector|inyector de combustible|inyector gasolina|inyector diesel|inyector diésel			einspritzdüse|einspritzventil|injektor		Fuel injector	fuel injector|injector	
Motor > Motor > Componentes del sistema de suministro de combustible > Bomba de alta presión	element	fuel-supply-system-components-high-pressure-pump	Bomba de alta presión	bomba de alta presión|bomba alta presión|bomba inyección alta presión			hochdruckpumpe|kraftstoff hochdruckpumpe		High-pressure pump	high pressure pump|hp fuel pump	
Motor > Motor > Herramientas para motores > Herramienta para motores	element	engine-tools-engine-tool	Herramienta para motores	herramienta para motores					Engine tool	engine tool	
Motor > Sistema de encendido y bujías de precalentamiento > Componentes del sistema de encendido y bujías de precalentamiento > Bujías de precalentamiento	element	ignition-and-glow-plug-system-components-glow-plugs	Bujías de precalentamiento	bujías de precalentamiento|calentadores|bujías incandescentes|caloríferas|bujias calentadoras			glühkerzen|glühstifte		Glow plugs	glow plugs	
Motor > Sistema de encendido y bujías de precalentamiento > Componentes del sistema de encendido y bujías de precalentamiento > Unidad de control de bujías de precalentamiento	element	ignition-and-glow-plug-system-components-glow-plug-control-unit	Unidad de control de bujías de precalentamiento	relé de calentadores|unidad de control de calentadores|centralita de calentadores|rele precalentamiento			glühkerzen steuergerät|glührelais|vorglührelais|glühzeitsteuergerät		Glow plug control unit	glow plug control unit|glow plug relay	
Motor > Sistema de encendido y bujías de precalentamiento > Componentes del sistema de encendido y bujías de precalentamiento > Sensor del cigüeñal	element	ignition-and-glow-plug-system-components-crankshaft-sensor	Sensor del cigüeñal	sensor del cigüeñal|captador de cigüeñal|sensor de revoluciones|sensor pms			kurbelwellensensor|kurbelwellengeber		Crankshaft sensor	crankshaft sensor|crankshaft position sensor	
Motor > Sistema de encendido y bujías de precalentamiento > Componentes del sistema de encendido y bujías de precalentamiento > Sensor del árbol de levas	element	ignition-and-glow-plug-system-components-camshaft-sensor	Sensor del árbol de levas	sensor del árbol de levas|captador de árbol de levas|sensor de fase|sensor posicion arbol de levas			nockenwellensensor|nockenwellengeber		Camshaft sensor	camshaft sensor|camshaft position sensor	
Motor > Sistema de encendido y bujías de precalentamiento > Componentes del sistema de encendido y bujías de precalentamiento > Distribuidor de encendido	element	ignition-and-glow-plug-system-components-ignition-distributor	Distribuidor de encendido	delco|distribuidor de encendido|distribuidor			zündverteiler|verteiler		Ignition distributor	distributor|ignition distributor	
Motor > Sistema de encendido y bujías de precalentamiento > Componentes del sistema de encendido y bujías de precalentamiento > Junta de la carcasa de distribución	element	ignition-and-glow-plug-system-components-timing-case-gasket	Junta de la carcasa de distribución	junta de la carcasa de distribución					Timing case gasket	timing case gasket	
Motor > Correas, cadenas y poleas > Correa de distribución y componentes asociados > Correa trapezoidal	element	timing-belt-and-related-components-v-belt	Correa trapezoidal	correa trapezoidal|correa en v|correa ventilador			keilriemen		V-belt	v-belt|fan belt	
Motor > Correas, cadenas y poleas > Correa de distribución y componentes asociados > Bomba de agua	element	timing-belt-and-related-components-water-pump	Bomba de agua	bomba de agua|bomba agua|bomba de refrigerante			wasserpumpe|kühlmittelpumpe		Water pump	water pump|coolant pump	
Motor > Correas, cadenas y poleas > Correa de distribución y componentes asociados > Cadena de distribución	element	timing-belt-and-related-components-timing-chain	Cadena de distribución	cadena de distribución|cadena distribución|cadena de reparto			steuerkette		Timing chain	timing chain	
Motor > Correas, cadenas y poleas > Correa de distribución y componentes asociados > Kit de cadena de distribución	element	timing-belt-and-related-components-timing-chain-kit	Kit de cadena de distribución	kit de cadena de distribución|kit distribución cadena|conjunto cadena distribución			steuerkettensatz|steuerkette satz		Timing chain kit	timing chain kit	
Motor > Correas, cadenas y poleas > Correa de distribución y componentes asociados > Tensor de cadena de distribución	element	timing-belt-and-related-components-timing-chain-tensioner	Tensor de cadena de distribución	tensor de cadena|tensor cadena distribución|tensor de cadena de reparto			kettenspanner|steuerkettenspanner		Timing chain tensioner	timing chain tensioner|chain tensioner	
Motor > Correas, cadenas y poleas > Correa de distribución y componentes asociados > Guía de cadena de distribución	element	timing-belt-and-related-components-timing-chain-guide	Guía de cadena de distribución	guía de cadena|patín de cadena|riel de cadena distribución			kettenführung|führungsschiene steuerkette|gleitschiene steuerkette		Timing chain guide	timing chain guide|chain guide	
Motor > Correas, cadenas y poleas > Correa de distribución y componentes asociados > Rueda libre del alternador	element	timing-belt-and-related-components-alternator-freewheel-pulley	Rueda libre del alternador	polea del alternador|polea de rueda libre|polea libre alternador|polea unidireccional			freilauf lichtmaschine|generatorfreilauf|freilaufriemenscheibe		Alternator freewheel pulley	alternator freewheel pulley|overrunning alternator pulley	
Motor > Calefacción y ventilación > Componentes del sistema de calefacción y ventilación > Filtro de habitáculo	element	heating-and-ventilation-system-components-cabin-air-filter	Filtro de habitáculo	filtro de habitáculo|filtro de polen|filtro antipolen|filtro de cabina|filtro aire acondicionado			innenraumfilter|pollenfilter|innenraumluftfilter|mikrofilter		Cabin air filter	cabin air filter|cabin filter|pollen filter	
Motor > Juntas y anillos de sellado > Juntas de colector de escape > Junta del colector de admisión	element	exhaust-manifold-gaskets-intake-manifold-gasket	Junta del colector de admisión	junta de colector de admisión|junta de admisión|junta múltiple admisión			ansaugkrümmerdichtung|ansaugdichtung|saugrohrdichtung		Intake manifold gasket	intake manifold gasket	
Motor > Juntas y anillos de sellado > Juntas de colector de escape > Junta de escape	element	exhaust-manifold-gaskets-exhaust-gasket	Junta de escape	junta de escape|junta de tubo de escape|junta de bajante escape			auspuffdichtung|abgasdichtung|dichtung abgasrohr		Exhaust gasket	exhaust gasket	
Motor > Juntas y anillos de sellado > Juntas de colector de escape > Junta del múltiple de escape	element	exhaust-manifold-gaskets-exhaust-manifold-gasket	Junta del múltiple de escape	junta de colector de escape|junta múltiple de escape|junta de escape colector			auspuffkrümmerdichtung|abgaskrümmerdichtung|krümmerdichtung		Exhaust manifold gasket	exhaust manifold gasket	
Motor > Juntas y anillos de sellado > Juntas y anillos de sellado de culata > Junta de culata	element	cylinder-head-gaskets-and-sealing-rings-cylinder-head-gasket	Junta de culata	junta de culata|junta culata|empaque de culata|empaquetadura culata			zylinderkopfdichtung|kopfdichtung		Cylinder head gasket	cylinder head gasket|head gasket	
Motor > Juntas y anillos de sellado > Juntas y anillos de sellado de culata > Junta de vástago de válvula	element	cylinder-head-gaskets-and-sealing-rings-valve-stem-seal	Junta de vástago de válvula	retén de válvula|sello de válvula|junta de vástago de válvula|reten de guia de valvula			ventilschaftdichtung|ventilschaftabdichtung		Valve stem seal	valve stem seal|valve seal	
Motor > Juntas y anillos de sellado > Juntas y anillos de sellado de culata > Junta del árbol de levas	element	cylinder-head-gaskets-and-sealing-rings-camshaft-seal	Junta del árbol de levas	retén de árbol de levas|reten de arbol de levas			nockenwellendichtung|nockenwellensimmerring|nockenwellendichtring		Camshaft seal	camshaft seal|camshaft oil seal	
Motor > Juntas y anillos de sellado > Juntas y anillos de sellado de culata > Junta de tapa de llenado de aceite	element	cylinder-head-gaskets-and-sealing-rings-oil-filler-cap-gasket	Junta de tapa de llenado de aceite	junta de tapa de llenado de aceite					Oil filler cap gasket	oil filler cap gasket	
Motor > Juntas y anillos de sellado > Juntas y anillos de sellado del bloque motor > Junta del tapón de drenaje de aceite	element	engine-block-gaskets-and-sealing-rings-oil-drain-plug-gasket	Junta del tapón de drenaje de aceite	junta de tapón de vaciado|arandela de tapón cárter|junta tapon carter			ölablassschraube dichtung|dichtring ölablassschraube		Oil drain plug gasket	oil drain plug gasket|drain plug washer	
Motor > Juntas y anillos de sellado > Juntas y anillos de sellado del bloque motor > Retén del cigüeñal	element	engine-block-gaskets-and-sealing-rings-crankshaft-seal	Retén del cigüeñal	retén de cigüeñal|reten delantero de cigüeñal|reten trasero cigüeñal			kurbelwellensimmerring|kurbelwellendichtring|simmerring kurbelwelle		Crankshaft seal	crankshaft seal|crankshaft oil seal	
Motor > Juntas y anillos de sellado > Juntas y anillos de sellado del bloque motor > Junta del cárter de aceite	element	engine-block-gaskets-and-sealing-rings-oil-pan-gasket	Junta del cárter de aceite	junta de cárter|junta del cárter de aceite|junta de cárter aceite			ölwannendichtung|dichtung ölwanne		Oil pan gasket	oil pan gasket|sump gasket	
Motor > Juntas y anillos de sellado > Juntas y anillos de sellado del bloque motor > Junta del cárter del cigüeñal	element	engine-block-gaskets-and-sealing-rings-crankcase-gasket	Junta del cárter del cigüeñal	junta del cárter del cigüeñal					Crankcase gasket	crankcase gasket	
Motor > Juntas y anillos de sellado > Juntas y anillos de sellado del bloque motor > Kit de juntas del motor	element	engine-block-gaskets-and-sealing-rings-engine-gasket-set	Kit de juntas del motor	juego de juntas de motor|kit de juntas motor|juego de juntas completo			motordichtsatz|zylinderkopfdichtungssatz|dichtungssatz motor		Engine gasket set	engine gasket set|full gasket set	
Motor > Juntas y anillos de sellado > Juntas y anillos de sellado del sistema de combustible > Junta de inyectores	element	fuel-system-gaskets-and-sealing-rings-injector-gasket	Junta de inyectores	juntas de inyector|arandelas de inyector|sellos de inyector|juntas cobre inyector			einspritzdüsen dichtung|injektor dichtung|dichtung einspritzdüse		Injector gasket	injector seals|injector washers	
Motor > Juntas y anillos de sellado > Juntas y anillos de sellado del sistema de combustible > Junta de la bomba de inyección	element	fuel-system-gaskets-and-sealing-rings-injection	Junta de la bomba de inyección	junta de la bomba de inyección					Injection	injection	
Motor > Juntas y anillos de sellado > Juntas y anillos de sellado del sistema de lubricación > Junta de carcasa del filtro de aceite	element	lubrication-system-gaskets-and-sealing-rings-oil-filter-housing-gasket	Junta de carcasa del filtro de aceite	junta de carcasa del filtro de aceite					Oil filter housing gasket	oil filter housing gasket	
Motor > Juntas y anillos de sellado > Juntas y anillos de sellado del sistema de refrigeración > Junta del agua de refrigeración	element	cooling-system-gaskets-and-sealing-rings-coolant-water-seal	Junta del agua de refrigeración	junta del agua de refrigeración					Coolant water seal	coolant water seal	
Motor > Juntas y anillos de sellado > Juntas y anillos de sellado del sistema de refrigeración > Junta del termostato	element	cooling-system-gaskets-and-sealing-rings-thermostat-gasket	Junta del termostato	junta de termostato|junta del termostato|junta de caja termostato			thermostatdichtung|dichtung thermostat		Thermostat gasket	thermostat gasket|thermostat seal	
Motor > Juntas y anillos de sellado > Juntas y anillos de sellado del sistema de refrigeración > Junta de la bomba de agua	element	cooling-system-gaskets-and-sealing-rings-water-pump-gasket	Junta de la bomba de agua	junta de bomba de agua|junta bomba agua			wasserpumpendichtung|dichtung wasserpumpe		Water pump gasket	water pump gasket|water pump seal	
Motor > Juntas y anillos de sellado > Juntas y anillos de sellado del sistema de refrigeración > Retén del diferencial	element	cooling-system-gaskets-and-sealing-rings-differential-seal	Retén del diferencial	retén de diferencial|reten de palier diferencial|reten salida diferencial			differential simmerring|wellendichtring differential|simmerring differential		Differential seal	differential seal	
